Skoleår;Skole;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med standpunktkarakter >0
2019/20;Holmestrand videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;4,21;20;15
2019/20;Holmestrand videregående skole;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;2;1
2019/20;Holmestrand videregående skole;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;1;1
2019/20;Holmestrand videregående skole;REA3002;Biologi 2;Standpunkt;4,85;15;15
2019/20;Holmestrand videregående skole;REA3004;Fysikk 1;Standpunkt;6,00;13;11
2019/20;Holmestrand videregående skole;REA3005;Fysikk 2;Standpunkt;4,89;4;4
2019/20;Holmestrand videregående skole;REA3011;Kjemi 1;Standpunkt;5,75;11;11
2019/20;Holmestrand videregående skole;REA3012;Kjemi 2;Standpunkt;5,44;5;5
2019/20;Holmestrand videregående skole;REA3014;Informasjonsteknologi 1;Standpunkt;-;14;12
2019/20;Holmestrand videregående skole;REA3022;Matematikk R1;Standpunkt;4,25;6;6
2019/20;Holmestrand videregående skole;REA3024;Matematikk R2;Standpunkt;5,33;6;5
2019/20;Holmestrand videregående skole;REA3026;Matematikk S1;Standpunkt;5,56;17;12
2019/20;Holmestrand videregående skole;REA3028;Matematikk S2;Standpunkt;-;5;5
2019/20;Holmestrand videregående skole;REL1001;Religion og etikk;Standpunkt;4,44;40;37
2019/20;Holmestrand videregående skole;RFG2001;Råvarer og produksjon;Standpunkt;2,63;4;4
2019/20;Holmestrand videregående skole;RFG2002;Kosthold, ernæring og helse;Standpunkt;-;4;4
2019/20;Holmestrand videregående skole;RFG2003;Servering, bransje og miljø;Standpunkt;-;4;4
2019/20;Holmestrand videregående skole;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;Standpunkt;3,13;4;0
2019/20;Holmestrand videregående skole;RMF1001;Råstoff og produksjon;Standpunkt;3,08;10;6
2019/20;Holmestrand videregående skole;RMF1002;Kosthold og livsstil;Standpunkt;4,41;10;6
2019/20;Holmestrand videregående skole;RMF1003;Bransje, fag og miljø;Standpunkt;4,83;10;6
2019/20;Holmestrand videregående skole;SAF1001;Samfunnsfag;Standpunkt;4,03;70;67
2019/20;Holmestrand videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;4,83;31;29
2019/20;Holmestrand videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;4,45;35;32
2019/20;Holmestrand videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;4,52;17;15
2019/20;Holmestrand videregående skole;SAM3022;Rettslære 1;Standpunkt;4,33;29;29
2019/20;Holmestrand videregående skole;SAM3023;Rettslære 2;Standpunkt;-;20;18
2019/20;Holmestrand videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;-;13;13
2019/20;Holmestrand videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,26;13;13
2019/20;Holmestrand videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;5,37;14;14
2019/20;Holmestrand videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;5,05;14;14
2019/20;Holmestrand videregående skole;TIP1001;Produksjon;Standpunkt;4,17;15;13
2019/20;Holmestrand videregående skole;TIP1002;Tekniske tjenester;Standpunkt;3,10;15;13
2019/20;Holmestrand videregående skole;TIP1003;Dokumentasjon og kvalitet;Standpunkt;4,33;15;14
2019/20;Holmestrand videregående skole;YFF4101;Yrkesfaglig fordypning vg1;Standpunkt;-;8;4
2019/20;Holmestrand videregående skole;YFF4106;Yrkesfaglig fordypning vg1;Standpunkt;3,67;41;31
2019/20;Holmestrand videregående skole;YFF4209;Yrkesfaglig fordypning vg2;Standpunkt;5,00;17;15
2019/20;Horten videregående skole;AUT2001;Automatiseringssystemer;Standpunkt;4,29;16;15
2019/20;Horten videregående skole;AUT2002;Elenergisystemer;Standpunkt;4,33;16;15
2019/20;Horten videregående skole;AUT2003;Tverrfaglig eksamen i automatisering;Standpunkt;4,29;15;0
2019/20;Horten videregående skole;AUT3001;Automatiseringssystemer;Standpunkt;4,00;5;5
2019/20;Horten videregående skole;AUT3002;Mekanisk arbeid;Standpunkt;4,00;5;5
2019/20;Horten videregående skole;AUT3003;Elenergisystemer;Standpunkt;5,25;5;5
2019/20;Horten videregående skole;AUT4002;Tverrfaglig eksamen, automatiseringsfaget;Standpunkt;3,50;5;0
2019/20;Horten videregående skole;BUA2001;Helsefremmende arbeid;Standpunkt;3,13;27;21
2019/20;Horten videregående skole;BUA2002;Kommunikasjon og samhandling;Standpunkt;3,81;27;21
2019/20;Horten videregående skole;BUA2003;Yrkesutøvelse;Standpunkt;4,06;27;22
2019/20;Horten videregående skole;BUA2004;Tverrfaglig eksamen barne- og ungdomsarbeiderfag;Standpunkt;3,58;23;0
2019/20;Horten videregående skole;DAT3001;System og infrastruktur;Standpunkt;-;5;4
2019/20;Horten videregående skole;DAT3002;Apparat og utstyr;Standpunkt;4,17;5;4
2019/20;Horten videregående skole;DAT4002;Dataelektronikerfaget;Standpunkt;3,50;4;0
2019/20;Horten videregående skole;DEL2001;Data- og elektronikksystemer;Standpunkt;-;8;7
2019/20;Horten videregående skole;DEL2002;Elektronisk infrastruktur;Standpunkt;5,43;8;7
2019/20;Horten videregående skole;DEL2003;Tverrfaglig eksamen i data og elektronikk;Standpunkt;2,57;7;0
2019/20;Horten videregående skole;DHV1001;Produksjon;Standpunkt;-;12;9
2019/20;Horten videregående skole;DHV1002;Kvalitet og dokumentasjon;Standpunkt;3,40;12;9
2019/20;Horten videregående skole;ELE1001;Data- og elektronikksystemer;Standpunkt;4,75;32;31
2019/20;Horten videregående skole;ELE1002;Elenergisystemer;Standpunkt;2,83;32;31
2019/20;Horten videregående skole;ELE1003;Automatiseringssystemer;Standpunkt;4,42;32;31
2019/20;Horten videregående skole;ELE2001;Elenergisystemer;Standpunkt;4,56;15;15
2019/20;Horten videregående skole;ELE2002;Automatiseringssystemer;Standpunkt;4,13;15;15
2019/20;Horten videregående skole;ELE2003;Data- og elektronikksystemer;Standpunkt;-;15;15
2019/20;Horten videregående skole;ELE2004;Tverrfaglig eksamen elenergi;Standpunkt;3,69;15;0
2019/20;Horten videregående skole;ENG1001;Engelsk, vg1 yrkesfaglige utdanningprogram;Standpunkt;3,72;194;0
2019/20;Horten videregående skole;ENG1002;Engelsk, vg1 studieforberedende utdanningsprogram;Standpunkt;4,27;208;204
2019/20;Horten videregående skole;ENG1003;Engelsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;4,18;152;131
2019/20;Horten videregående skole;FRI2001;Produksjon;Standpunkt;4,43;9;8
2019/20;Horten videregående skole;FRI2002;Frisyredesign;Standpunkt;3,57;9;8
2019/20;Horten videregående skole;FRI2003;Tverrfaglig eksamen frisør;Standpunkt;3,96;8;0
2019/20;Horten videregående skole;FSP5022;Fransk II, 1. år;Standpunkt;-;12;0
2019/20;Horten videregående skole;FSP5023;Fransk II;Standpunkt;-;18;14
2019/20;Horten videregående skole;FSP5086;Russisk II;Standpunkt;5,00;1;0
2019/20;Horten videregående skole;FSP5090;Russisk II, muntlig;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP5091;Spansk I, 1. år;Standpunkt;4,97;53;0
2019/20;Horten videregående skole;FSP5092;Spansk I;Standpunkt;3,94;41;28
2019/20;Horten videregående skole;FSP5094;Spansk II, 1. år;Standpunkt;5,14;69;0
2019/20;Horten videregående skole;FSP5095;Spansk II;Standpunkt;4,43;58;56
2019/20;Horten videregående skole;FSP5098;Spansk I+II;Standpunkt;3,10;12;11
2019/20;Horten videregående skole;FSP5118;Tysk I, 1. år;Standpunkt;4,30;34;0
2019/20;Horten videregående skole;FSP5119;Tysk I;Standpunkt;-;18;13
2019/20;Horten videregående skole;FSP5121;Tysk II, 1. år;Standpunkt;4,34;36;0
2019/20;Horten videregående skole;FSP5122;Tysk II;Standpunkt;4,80;38;37
2019/20;Horten videregående skole;FSP5125;Tysk I+II;Standpunkt;3,60;5;4
2019/20;Horten videregående skole;FSP5126;Tysk II, muntlig;Standpunkt;4,60;7;0
2019/20;Horten videregående skole;FSP5855;Kurdisk (sorani) I;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP5856;Kurdisk (sorani) I, muntlig;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP5880;Polsk II, muntlig;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP5889;Somali II, muntlig;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP6002;Panjabi II;Standpunkt;-;1;0
2019/20;Horten videregående skole;FSP6006;Panjabi II, muntlig;Standpunkt;-;1;0
2019/20;Horten videregående skole;GEO1001;Geografi;Standpunkt;4,47;209;204
2019/20;Horten videregående skole;HEA2001;Helsefremmende arbeid;Standpunkt;-;36;33
2019/20;Horten videregående skole;HEA2002;Kommunikasjon og samhandling;Standpunkt;3,74;36;33
2019/20;Horten videregående skole;HEA2003;Yrkesutøvelse;Standpunkt;4,06;36;33
2019/20;Horten videregående skole;HEA2004;Tverrfaglig eksamen helsearbeiderfag;Standpunkt;3,50;33;0
2019/20;Horten videregående skole;HIS1001;Historie vg2 studieforberedende utdanningsprogram;Standpunkt;3,69;190;0
2019/20;Horten videregående skole;HIS1002;Historie vg3 studieforberedende utdanningsprogram;Standpunkt;4,54;210;205
2019/20;Horten videregående skole;HIS1003;Historie vg3 påbygging til generell studiekompetanse;Standpunkt;3,78;43;38
2019/20;Horten videregående skole;HSF1001;Helsefremmende arbeid;Standpunkt;4,06;75;70
2019/20;Horten videregående skole;HSF1002;Kommunikasjon og samhandling;Standpunkt;4,69;75;70
2019/20;Horten videregående skole;HSF1003;Yrkesutøvelse;Standpunkt;3,72;75;69
2019/20;Horten videregående skole;IDR2001;Aktivitetslære 1;Standpunkt;3,66;30;0
2019/20;Horten videregående skole;IDR2002;Aktivitetslære 2;Standpunkt;4,66;29;28
2019/20;Horten videregående skole;IDR2003;Aktivitetslære 3;Standpunkt;3,90;25;25
2019/20;Horten videregående skole;IDR2007;Treningsledelse 1;Standpunkt;4,08;29;28
2019/20;Horten videregående skole;IDR2012;Idrett og samfunn vg2;Standpunkt;3,94;29;0
2019/20;Horten videregående skole;IDR2013;Idrett og samfunn vg3;Standpunkt;3,01;25;25
2019/20;Horten videregående skole;IDR2014;Treningsledelse 2+3;Standpunkt;3,50;25;25
2019/20;Horten videregående skole;IDR2015;Treningslære 1 vg1;Standpunkt;3,25;30;0
2019/20;Horten videregående skole;IDR2016;Treningslære 1;Standpunkt;3,94;29;28
2019/20;Horten videregående skole;IDR2017;Treningslære 2;Standpunkt;2,81;25;25
2019/20;Horten videregående skole;IDR3001;Toppidrett 1;Standpunkt;4,19;55;47
2019/20;Horten videregående skole;IDR3002;Toppidrett 2;Standpunkt;4,29;31;30
2019/20;Horten videregående skole;IDR3003;Toppidrett 3;Standpunkt;4,50;11;10
2019/20;Horten videregående skole;IDR3004;Breddeidrett 1;Standpunkt;4,35;23;19
2019/20;Horten videregående skole;IDR3005;Breddeidrett 2;Standpunkt;3,14;12;12
2019/20;Horten videregående skole;IDR3006;Breddeidrett 3;Standpunkt;3,90;8;7
2019/20;Horten videregående skole;KRO1004;Kroppsøving vg1;Standpunkt;4,16;372;0
2019/20;Horten videregående skole;KRO1005;Kroppsøving vg2;Standpunkt;4,01;311;128
2019/20;Horten videregående skole;KRO1006;Kroppsøving vg3;Standpunkt;4,14;238;217
2019/20;Horten videregående skole;MAT1001;Matematikk 1P-Y;Standpunkt;3,48;194;173
2019/20;Horten videregående skole;MAT1005;Matematikk 2P-Y;Standpunkt;4,19;58;49
2019/20;Horten videregående skole;MAT1011;Matematikk 1P;Standpunkt;4,37;108;101
2019/20;Horten videregående skole;MAT1013;Matematikk 1T;Standpunkt;4,54;125;99
2019/20;Horten videregående skole;MAT1015;Matematikk 2P;Standpunkt;3,13;105;100
2019/20;Horten videregående skole;MED1001;Mediekommunikasjon;Standpunkt;3,75;16;14
2019/20;Horten videregående skole;MED1002;Mediedesign og medieuttrykk;Standpunkt;4,67;16;14
2019/20;Horten videregående skole;MED1003;Medieproduksjon;Standpunkt;3,83;16;14
2019/20;Horten videregående skole;MED2001;Mediekommunikasjon;Standpunkt;3,04;10;9
2019/20;Horten videregående skole;MED2002;Mediedesign og medieuttrykk;Standpunkt;-;10;9
2019/20;Horten videregående skole;MED2003;Medieproduksjon;Standpunkt;3,37;10;9
2019/20;Horten videregående skole;MED2004;Tverrfaglig eksamen medier og kommunikasjon;Standpunkt;2,63;9;0
2019/20;Horten videregående skole;MOK2001;Mediesamfunnet 1;Standpunkt;3,89;28;26
2019/20;Horten videregående skole;MOK2002;Mediesamfunnet 2;Standpunkt;4,90;30;29
2019/20;Horten videregående skole;MOK2003;Mediesamfunnet 3;Standpunkt;3,90;26;25
2019/20;Horten videregående skole;MOK2005;Medieuttrykk 1;Standpunkt;3,60;28;26
2019/20;Horten videregående skole;MOK2006;Medieuttrykk 2;Standpunkt;2,83;30;29
2019/20;Horten videregående skole;MOK2007;Medieuttrykk 3;Standpunkt;3,60;26;25
2019/20;Horten videregående skole;MOK3002;Bilde;Standpunkt;-;32;29
2019/20;Horten videregående skole;MOK3004;Grafisk design;Standpunkt;5,29;18;17
2019/20;Horten videregående skole;MOK3006;Mediespesialisering;Standpunkt;4,56;18;16
2019/20;Horten videregående skole;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;Standpunkt;3,65;164;143
2019/20;Horten videregående skole;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;Standpunkt;4,35;238;235
2019/20;Horten videregående skole;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;Standpunkt;4,00;30;26
2019/20;Horten videregående skole;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,86;238;0
2019/20;Horten videregående skole;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,74;238;0
2019/20;Horten videregående skole;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;Standpunkt;3,96;164;0
2019/20;Horten videregående skole;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;Standpunkt;3,60;124;108
2019/20;Horten videregående skole;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,90;218;0
2019/20;Horten videregående skole;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,30;218;0
2019/20;Horten videregående skole;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,16;223;216
2019/20;Horten videregående skole;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;4,39;223;203
2019/20;Horten videregående skole;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;4,32;223;216
2019/20;Horten videregående skole;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;4,12;30;28
2019/20;Horten videregående skole;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;3,99;30;22
2019/20;Horten videregående skole;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;4,17;30;28
2019/20;Horten videregående skole;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;Standpunkt;5,17;4;0
2019/20;Horten videregående skole;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;4;0
2019/20;Horten videregående skole;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;Standpunkt;3,33;7;0
2019/20;Horten videregående skole;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;7;0
2019/20;Horten videregående skole;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;Standpunkt;-;4;4
2019/20;Horten videregående skole;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;Standpunkt;-;4;4
2019/20;Horten videregående skole;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;Standpunkt;2,20;14;0
2019/20;Horten videregående skole;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;Standpunkt;2,31;21;19
2019/20;Horten videregående skole;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;Standpunkt;-;2;2
2019/20;Horten videregående skole;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;Standpunkt;-;2;2
2019/20;Horten videregående skole;REA3001;Biologi 1;Standpunkt;4,60;58;53
2019/20;Horten videregående skole;REA3002;Biologi 2;Standpunkt;4,84;25;23
2019/20;Horten videregående skole;REA3004;Fysikk 1;Standpunkt;4,40;42;37
2019/20;Horten videregående skole;REA3005;Fysikk 2;Standpunkt;5,24;23;22
2019/20;Horten videregående skole;REA3011;Kjemi 1;Standpunkt;4,63;43;39
2019/20;Horten videregående skole;REA3012;Kjemi 2;Standpunkt;4,81;32;30
2019/20;Horten videregående skole;REA3013;Kjemi 2, muntlig-praktisk;Standpunkt;-;12;0
2019/20;Horten videregående skole;REA3015;Informasjonsteknologi 2;Standpunkt;-;31;24
2019/20;Horten videregående skole;REA3018;Teknologi og forskningslære 1;Standpunkt;4,40;18;17
2019/20;Horten videregående skole;REA3019;Teknologi og forskningslære 2;Standpunkt;5,05;27;27
2019/20;Horten videregående skole;REA3022;Matematikk R1;Standpunkt;5,04;47;41
2019/20;Horten videregående skole;REA3024;Matematikk R2;Standpunkt;4,47;37;34
2019/20;Horten videregående skole;REA3025;Matematikk R2, muntlig;Standpunkt;6,00;7;0
2019/20;Horten videregående skole;REA3026;Matematikk S1;Standpunkt;3,88;55;41
2019/20;Horten videregående skole;REA3028;Matematikk S2;Standpunkt;4,78;36;30
2019/20;Horten videregående skole;REL1001;Religion og etikk;Standpunkt;4,15;210;202
2019/20;Horten videregående skole;SAF1001;Samfunnsfag;Standpunkt;4,27;361;337
2019/20;Horten videregående skole;SAM3001;Historie og filosofi 1;Standpunkt;4,85;45;43
2019/20;Horten videregående skole;SAM3002;Historie og filosofi 2;Standpunkt;4,15;22;21
2019/20;Horten videregående skole;SAM3005;Markedsføring og ledelse 1;Standpunkt;4,47;30;28
2019/20;Horten videregående skole;SAM3006;Markedsføring og ledelse 2;Standpunkt;4,67;15;15
2019/20;Horten videregående skole;SAM3007;Markedsføring og ledelse 2, muntlig;Standpunkt;4,11;6;0
2019/20;Horten videregående skole;SAM3016;Sosialkunnskap;Standpunkt;4,37;48;44
2019/20;Horten videregående skole;SAM3017;Sosialkunnskap, muntlig;Standpunkt;-;6;0
2019/20;Horten videregående skole;SAM3019;Sosiologi og sosialantropologi;Standpunkt;3,86;56;47
2019/20;Horten videregående skole;SAM3020;Politikk og menneskerettigheter;Standpunkt;4,22;18;18
2019/20;Horten videregående skole;SAM3022;Rettslære 1;Standpunkt;4,04;23;18
2019/20;Horten videregående skole;SAM3023;Rettslære 2;Standpunkt;4,50;30;21
2019/20;Horten videregående skole;SAM3025;Samfunnsøkonomi 1;Standpunkt;3,89;41;36
2019/20;Horten videregående skole;SAM3026;Samfunnsøkonomi 2;Standpunkt;4,81;25;23
2019/20;Horten videregående skole;SAM3033;Økonomistyring;Standpunkt;4,10;26;25
2019/20;Horten videregående skole;SAM3035;Økonomi og ledelse;Standpunkt;4,68;21;20
2019/20;Horten videregående skole;SAM3037;Psykologi 1;Standpunkt;3,97;64;57
2019/20;Horten videregående skole;SAM3038;Psykologi 2;Standpunkt;4,74;44;39
2019/20;Horten videregående skole;SAM3039;Psykologi 2, muntlig;Standpunkt;3,89;12;0
2019/20;Horten videregående skole;SPR3008;Internasjonal engelsk, skriftlig;Standpunkt;3,47;36;29
2019/20;Horten videregående skole;SPR3009;Internasjonal engelsk, muntlig;Standpunkt;4,25;36;29
2019/20;Horten videregående skole;SPR3010;Samfunnsfaglig engelsk, skriftlig;Standpunkt;4,70;14;13
2019/20;Horten videregående skole;SPR3011;Samfunnsfaglig engelsk, muntlig;Standpunkt;3,67;14;13
2019/20;Horten videregående skole;SSA1005;Administrasjon og økonomi;Standpunkt;3,08;29;24
2019/20;Horten videregående skole;SSA1006;Markedsføring og salg;Standpunkt;2,00;29;24
2019/20;Horten videregående skole;SSA1007;Sikkerhet og transport;Standpunkt;4,17;29;22
