Skoleår;Fagkode;Fag;Karaktertype;Karaktersnitt årsslutt;Antall elever;Antall elever med skriftlig eksamenskarakter >0
2019/20;IBA2045;Biology SL;SkriftligEksamen;-;25;0
2019/20;IBA2050;Chemistry HL;SkriftligEksamen;-;20;0
2019/20;IBA2055;Chemistry SL;SkriftligEksamen;-;7;0
2019/20;IBA2060;Physics HL;SkriftligEksamen;-;12;0
2019/20;IBA2065;Physics SL;SkriftligEksamen;-;6;0
2019/20;IBA2075;Mathematical Studies SL;SkriftligEksamen;-;36;0
2019/20;IBA2080;Economics HL;SkriftligEksamen;-;24;0
2019/20;IBA2085;Economics SL;SkriftligEksamen;-;14;0
2019/20;IBA2100;Creativity/Action/Service;SkriftligEksamen;-;35;0
2019/20;IBA2125;French B SL;SkriftligEksamen;-;1;0
2019/20;IBA2210;Norwegian B HL;SkriftligEksamen;-;5;0
2019/20;IBA2215;Norwegian B SL;SkriftligEksamen;-;9;0
2019/20;IBA2226;Norwegian A literature HL;SkriftligEksamen;-;30;0
2019/20;IBA2228;Norwegian A literature SL;SkriftligEksamen;-;12;0
2019/20;IBA2375;Spanish B SL;SkriftligEksamen;-;2;0
2019/20;IBA2465;Environmental systems and societies SL;SkriftligEksamen;-;12;0
2019/20;IBA2570;Mathematics AA HL;SkriftligEksamen;-;13;0
2019/20;IBA2575;Mathematics AA SL;SkriftligEksamen;-;4;0
2019/20;IBA2580;Mathematics AI HL;SkriftligEksamen;-;13;0
2019/20;IBA2585;Mathematics AI SL;SkriftligEksamen;-;20;0
2019/20;IBA2643;Icelandic  A literature SL;SkriftligEksamen;-;1;0
2019/20;IBA4010;English B HL;SkriftligEksamen;-;9;0
2019/20;IBA4016;English A language and literature HL;SkriftligEksamen;-;13;0
2019/20;IBA4025;Theory of knowledge;SkriftligEksamen;-;23;0
2019/20;IBA4030;History HL;SkriftligEksamen;-;9;0
2019/20;IBA4045;Biology SL;SkriftligEksamen;-;17;0
2019/20;IBA4050;Chemistry HL;SkriftligEksamen;-;11;0
2019/20;IBA4060;Physics HL;SkriftligEksamen;-;5;0
2019/20;IBA4070;Mathematics HL;SkriftligEksamen;-;6;0
2019/20;IBA4075;Mathematical Studies SL;SkriftligEksamen;-;17;0
2019/20;IBA4080;Economics HL;SkriftligEksamen;-;12;0
2019/20;IBA4085;Economics SL;SkriftligEksamen;-;1;0
2019/20;IBA4100;Creativity/Action/Service;SkriftligEksamen;-;23;0
2019/20;IBA4135;German B SL;SkriftligEksamen;-;1;0
2019/20;IBA4215;Norwegian B SL;SkriftligEksamen;-;8;0
2019/20;IBA4226;Norwegian A literature HL;SkriftligEksamen;-;13;0
2019/20;IBA4375;Spanish B SL;SkriftligEksamen;-;1;0
2019/20;IBA4465;Environmental systems and societies SL;SkriftligEksamen;-;10;0
2019/20;IDR2001;Aktivitetslære 1;SkriftligEksamen;-;213;0
2019/20;IDR2002;Aktivitetslære 2;SkriftligEksamen;-;178;0
2019/20;IDR2003;Aktivitetslære 3;SkriftligEksamen;-;177;0
2019/20;IDR2007;Treningsledelse 1;SkriftligEksamen;-;177;0
2019/20;IDR2012;Idrett og samfunn vg2;SkriftligEksamen;-;178;0
2019/20;IDR2013;Idrett og samfunn vg3;SkriftligEksamen;-;176;0
2019/20;IDR2014;Treningsledelse 2+3;SkriftligEksamen;-;177;0
2019/20;IDR2015;Treningslære 1 vg1;SkriftligEksamen;-;213;0
2019/20;IDR2016;Treningslære 1;SkriftligEksamen;-;178;0
2019/20;IDR2017;Treningslære 2;SkriftligEksamen;-;176;0
2019/20;IDR3001;Toppidrett 1;SkriftligEksamen;-;296;0
2019/20;IDR3002;Toppidrett 2;SkriftligEksamen;-;225;0
2019/20;IDR3003;Toppidrett 3;SkriftligEksamen;-;123;0
2019/20;IDR3004;Breddeidrett 1;SkriftligEksamen;-;242;0
2019/20;IDR3005;Breddeidrett 2;SkriftligEksamen;-;194;0
2019/20;IDR3006;Breddeidrett 3;SkriftligEksamen;-;90;0
2019/20;IDR3007;Friluftsliv 1;SkriftligEksamen;-;173;0
2019/20;IDR3008;Friluftsliv 2;SkriftligEksamen;-;16;0
2019/20;IOP1000;Individuell opplæringsplan 1. år;SkriftligEksamen;-;2;0
2019/20;ISF2001;Drift og vedlikehold;SkriftligEksamen;-;64;0
2019/20;ISF2002;Bruker- og driftsstøtte;SkriftligEksamen;-;64;0
2019/20;ISF2003;Virksomhetsstøtte;SkriftligEksamen;-;64;0
2019/20;ISF2004;Tverrfaglig eksamen IKT-servicefag;SkriftligEksamen;-;59;0
2019/20;IUD2001;Produksjon;SkriftligEksamen;-;9;0
2019/20;IUD2002;Produktdesign;SkriftligEksamen;-;9;0
2019/20;IUD2003;Tverrfaglig eksamen interiør og utstillingsdesign;SkriftligEksamen;-;8;0
2019/20;KAD3001;Kontor- og administrasjonsfaget;SkriftligEksamen;-;1;0
2019/20;KDA2001;Kunst og visuelle virkemidler 1;SkriftligEksamen;-;56;0
2019/20;KDA2002;Kunst og visuelle virkemidler 2;SkriftligEksamen;-;91;0
2019/20;KDA2003;Kunst og visuelle virkemidler 3;SkriftligEksamen;-;27;0
2019/20;KDA2004;Design og arkitektur 1;SkriftligEksamen;-;56;0
2019/20;KDA2005;Design og arkitektur 2;SkriftligEksamen;-;48;0
2019/20;KDA2006;Design og arkitektur 3;SkriftligEksamen;-;26;0
2019/20;KDA3002;Design og bærekraft;SkriftligEksamen;2,00;17;0
2019/20;KDA3004;Foto og grafikk 1;SkriftligEksamen;-;18;0
2019/20;KEM2001;Produksjon;SkriftligEksamen;-;16;0
2019/20;KEM2002;Bransjelære;SkriftligEksamen;-;16;0
2019/20;KEM2003;Tverrfaglig eksamen klima-, energi- og miljøteknikk;SkriftligEksamen;-;15;0
2019/20;KJP2001;Produksjon og vedlikehold;SkriftligEksamen;-;16;0
2019/20;KJP2002;Kjemisk teknologi;SkriftligEksamen;-;16;0
2019/20;KJP2003;Dokumentasjon og kvalitet;SkriftligEksamen;-;16;0
2019/20;KJP2004;Tverrfaglig eksamen kjemiprosess;SkriftligEksamen;-;11;0
2019/20;KJT2001;Verkstedarbeid;SkriftligEksamen;-;43;0
2019/20;KJT2002;Dokumentasjon og kvalitet;SkriftligEksamen;-;44;0
2019/20;KJT2003;Tverrfaglig eksamen kjøretøy;SkriftligEksamen;-;41;0
2019/20;KOK3001;Kokkfaget;SkriftligEksamen;-;1;0
2019/20;KRO1004;Kroppsøving vg1;SkriftligEksamen;-;2 649;0
2019/20;KRO1005;Kroppsøving vg2;SkriftligEksamen;4,00;2 435;0
2019/20;KRO1006;Kroppsøving vg3;SkriftligEksamen;3,00;1 618;0
2019/20;LBR3001;Plante- og husdyrproduksjon;SkriftligEksamen;-;12;0
2019/20;LBR3002;Utmark og kulturlandskap;SkriftligEksamen;-;12;0
2019/20;LBR3003;Gårdsdrift;SkriftligEksamen;-;12;0
2019/20;LBR3004;Traktor og maskiner;SkriftligEksamen;-;12;0
2019/20;LBR3006;Økologisk landbruk 1;SkriftligEksamen;-;12;0
2019/20;LBR3008;Tverrfaglig eksamen, landbruk;SkriftligEksamen;-;12;0
2019/20;LGA2001;Produksjon og tjenesteyting;SkriftligEksamen;-;12;0
2019/20;LGA2002;Forvaltning og drift;SkriftligEksamen;-;12;0
2019/20;LGA2003;Tverrfaglig eksamen landbruk og gartnernæring;SkriftligEksamen;-;12;0
2019/20;MAR2005;Drift og operasjon;SkriftligEksamen;-;31;0
2019/20;MAR2006;Skipstekniske tjenester;SkriftligEksamen;-;31;0
2019/20;MAR2007;Dokumentasjon og kvalitet;SkriftligEksamen;-;31;0
2019/20;MAR2008;Dekk;SkriftligEksamen;-;24;0
2019/20;MAR2009;Maskin;SkriftligEksamen;-;7;0
2019/20;MAR2010;Tverrfaglig eksamen maritime fag, dekk;SkriftligEksamen;-;24;0
2019/20;MAR2011;Tverrfaglig eksamen maritime fag, maskin;SkriftligEksamen;-;7;0
2019/20;MAT1001;Matematikk 1P-Y;SkriftligEksamen;-;1 428;1
2019/20;MAT1005;Matematikk 2P-Y;SkriftligEksamen;-;418;0
2019/20;MAT1011;Matematikk 1P;SkriftligEksamen;-;961;1
2019/20;MAT1012;Matematikk 1P, muntlig;SkriftligEksamen;-;7;0
2019/20;MAT1013;Matematikk 1T;SkriftligEksamen;-;723;1
2019/20;MAT1014;Matematikk 1T, muntlig;SkriftligEksamen;-;7;0
2019/20;MAT1015;Matematikk 2P;SkriftligEksamen;-;954;1
2019/20;MAT1101;Matematikk 1P-Y, muntlig;SkriftligEksamen;-;18;0
2019/20;MAT1105;Matematikk 2P-Y, muntlig;SkriftligEksamen;-;38;0
2019/20;MDD2001;Musikk, dans og drama;SkriftligEksamen;-;110;0
2019/20;MDD3001;Bevegelse;SkriftligEksamen;-;30;0
2019/20;MDD3002;Lytting;SkriftligEksamen;-;80;0
2019/20;MDD3003;Danseteknikker;SkriftligEksamen;-;16;0
2019/20;MDD3004;Musikk;SkriftligEksamen;-;81;0
2019/20;MDD3005;Teaterensemble;SkriftligEksamen;-;38;0
2019/20;MED1001;Mediekommunikasjon;SkriftligEksamen;-;16;0
2019/20;MED1002;Mediedesign og medieuttrykk;SkriftligEksamen;-;16;0
2019/20;MED1003;Medieproduksjon;SkriftligEksamen;-;16;0
2019/20;MED2001;Mediekommunikasjon;SkriftligEksamen;-;10;0
2019/20;MED2002;Mediedesign og medieuttrykk;SkriftligEksamen;-;10;0
2019/20;MED2003;Medieproduksjon;SkriftligEksamen;-;10;0
2019/20;MED2004;Tverrfaglig eksamen medier og kommunikasjon;SkriftligEksamen;-;9;0
2019/20;MEL3001;Elenergisystemer;SkriftligEksamen;2,75;15;0
2019/20;MEL3002;Tele-, data- og sikkerhetssystemer;SkriftligEksamen;-;15;0
2019/20;MEL3003;Automatiserte systemer;SkriftligEksamen;4,00;15;0
2019/20;MEL3004;Organisasjon og ledelse;SkriftligEksamen;2,50;15;0
2019/20;MEL3005;Tverrfaglig eksamen;SkriftligEksamen;3,33;14;14
2019/20;MEL4002;Maritim elektrikerfaget, skriftlig;SkriftligEksamen;2,92;15;14
2019/20;MFG2001;Råvarer, produksjon og kvalitet;SkriftligEksamen;-;17;0
2019/20;MFG2002;Salg og marked;SkriftligEksamen;-;17;0
2019/20;MFG2003;Bransje, fag og miljø;SkriftligEksamen;-;17;0
2019/20;MFG2004;Tverrfaglig eksamen matfag;SkriftligEksamen;-;16;0
2019/20;MOK2001;Mediesamfunnet 1;SkriftligEksamen;-;95;0
2019/20;MOK2002;Mediesamfunnet 2;SkriftligEksamen;-;100;0
2019/20;MOK2003;Mediesamfunnet 3;SkriftligEksamen;-;98;0
2019/20;MOK2005;Medieuttrykk 1;SkriftligEksamen;-;95;0
2019/20;MOK2006;Medieuttrykk 2;SkriftligEksamen;-;101;0
2019/20;MOK2007;Medieuttrykk 3;SkriftligEksamen;-;97;0
2019/20;MOK3002;Bilde;SkriftligEksamen;-;81;0
2019/20;MOK3003;Lyddesign;SkriftligEksamen;-;17;0
2019/20;MOK3004;Grafisk design;SkriftligEksamen;-;64;0
2019/20;MOK3005;Medieutvikling;SkriftligEksamen;-;14;0
2019/20;MOK3006;Mediespesialisering;SkriftligEksamen;-;71;0
2019/20;MUS2001;Ergonomi og bevegelse 1;SkriftligEksamen;-;75;0
2019/20;MUS2002;Ergonomi og bevegelse 2;SkriftligEksamen;-;52;0
2019/20;MUS2003;Instrument, kor, samspill 1;SkriftligEksamen;-;76;0
2019/20;MUS2004;Instrument, kor, samspill 2;SkriftligEksamen;-;52;0
2019/20;MUS2005;Musikk i perspektiv 1;SkriftligEksamen;-;75;0
2019/20;MUS2007;Musikk i perspektiv 2;SkriftligEksamen;-;52;0
2019/20;MUS2008;Musikk i perspektiv 2, muntlig;SkriftligEksamen;-;7;0
2019/20;MUS2009;Instruksjon og ledelse;SkriftligEksamen;-;52;0
2019/20;MUS3001;Musikk fordypning 1;SkriftligEksamen;-;77;0
2019/20;MUS3003;Musikk fordypning 2;SkriftligEksamen;-;30;0
2019/20;MUS3004;Musikk fordypning 2, muntlig-praktisk;SkriftligEksamen;-;6;0
2019/20;NAB1001;Naturbasert produksjon;SkriftligEksamen;-;30;0
2019/20;NAB1002;Naturbasert aktivitet;SkriftligEksamen;-;30;0
2019/20;NAB3001;Naturforvaltning;SkriftligEksamen;-;13;0
2019/20;NAT1001;Naturfag, vg1 yrkesfaglig utdanningsprogram;SkriftligEksamen;-;1 386;0
2019/20;NAT1002;Naturfag, vg1 studieforberedende utdanningsprogram;SkriftligEksamen;-;1 593;0
2019/20;NAT1003;Naturfag, vg3 påbygging til generell studiekompetanse;SkriftligEksamen;-;365;0
2019/20;NOR1028;Norsk tegnspråk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;2;0
2019/20;NOR1031;Norsk tegnspråk, vg2 studieforberedende utdanningsprogram, tekstskaping;SkriftligEksamen;-;1;0
2019/20;NOR1038;Norsk for hørselshemmede, vg2 studieforberedende utdanningsprogram;SkriftligEksamen;-;1;0
2019/20;NOR1056;Grunnleggende norsk for språklige minoriteter, nivå 2, vg2 studieforberedende utdanningsprogram;SkriftligEksamen;-;6;0
2019/20;NOR1155;Grunnleggende norsk for språklige minoriteter, nivå 2, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;2,00;15;0
2019/20;NOR1201;Norsk hovedmål, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1 587;0
2019/20;NOR1202;Norsk sidemål, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1 027;0
2019/20;NOR1203;Norsk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1 265;0
2019/20;NOR1204;Norsk, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1 378;0
2019/20;NOR1206;Norsk, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;1 127;0
2019/20;NOR1208;Norsk hovedmål, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1 576;1
2019/20;NOR1209;Norsk sidemål, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1 062;0
2019/20;NOR1210;Norsk, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1 276;0
2019/20;NOR1211;Norsk hovedmål, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;6,00;1 563;0
2019/20;NOR1212;Norsk sidemål,  vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;2,00;1 573;0
2019/20;NOR1213;Norsk, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1 567;0
2019/20;NOR1219;Norsk, vg2 yrkesfaglige utdanningsprogram, muntlig;SkriftligEksamen;-;15;0
2019/20;NOR1231;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;-;378;0
2019/20;NOR1232;Norsk sidemål, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;-;363;0
2019/20;NOR1233;Norsk, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;-;361;0
2019/20;NOR1401;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;9;0
2019/20;NOR1402;Norsk for elever i vgo med kort botid i Norge, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;9;0
2019/20;NOR1403;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;20;0
2019/20;NOR1404;Norsk for elever i vgo med kort botid i Norge, vg2 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;18;0
2019/20;NOR1405;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;28;0
2019/20;NOR1406;Norsk for elever i vgo med kort botid i Norge, vg3 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;27;0
2019/20;NOR1407;Norsk for elever i vgo med kort botid i Norge, vg1 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;54;0
2019/20;NOR1408;Norsk for elever i vgo med kort botid i Norge, vg2 yrkesfaglige utdanningsprogram;SkriftligEksamen;-;84;0
2019/20;NOR1410;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, skriftlig;SkriftligEksamen;-;12;0
2019/20;NOR1411;Norsk for elever i vgo med kort botid i Norge, vg3 påbygging til generell studiekompetanse, muntlig;SkriftligEksamen;-;12;0
2019/20;PIN2001;Produksjon;SkriftligEksamen;-;43;0
2019/20;PIN2002;Reparasjon og vedlikehold;SkriftligEksamen;-;43;0
2019/20;PIN2003;Dokumentasjon og kvalitet;SkriftligEksamen;-;43;0
2019/20;PIN2004;Tverrfaglig eksamen industriteknologi;SkriftligEksamen;-;42;0
2019/20;PSP5017;Fransk nivå III;SkriftligEksamen;-;13;0
2019/20;PSP5018;Fransk nivå III, muntlig;SkriftligEksamen;-;12;0
2019/20;PSP5053;Spansk nivå III;SkriftligEksamen;-;8;0
2019/20;PSP5054;Spansk nivå III, muntlig;SkriftligEksamen;-;8;0
2019/20;PSP5055;Tegnspråk, nivå I;SkriftligEksamen;-;40;0
2019/20;PSP5056;Tegnspråk nivå I, muntlig;SkriftligEksamen;-;31;0
2019/20;PSP5071;Tysk nivå III;SkriftligEksamen;-;14;0
2019/20;PSP5072;Tysk nivå III, muntlig;SkriftligEksamen;-;14;0
2019/20;PSP5502;Albansk nivå II;SkriftligEksamen;-;1;0
2019/20;PSP5503;Albansk nivå II, muntlig;SkriftligEksamen;-;3;0
2019/20;PSP5506;Arabisk nivå I;SkriftligEksamen;-;1;0
2019/20;PSP5507;Arabisk nivå I, muntlig;SkriftligEksamen;-;1;0
2019/20;PSP5508;Arabisk nivå II;SkriftligEksamen;-;1;0
2019/20;PSP5509;Arabisk nivå II, muntlig;SkriftligEksamen;-;1;0
2019/20;PSP5510;Arabisk nivå III;SkriftligEksamen;-;1;0
2019/20;PSP5511;Arabisk nivå III, muntlig;SkriftligEksamen;-;1;0
2019/20;PSP5542;Persisk nivå I;SkriftligEksamen;-;1;0
2019/20;PSP5543;Persisk nivå I, muntlig;SkriftligEksamen;-;1;0
2019/20;PSP5752;Litauisk nivå II;SkriftligEksamen;-;1;0
2019/20;PSP5753;Litauisk nivå II, muntlig;SkriftligEksamen;-;1;0
2019/20;REA3001;Biologi 1;SkriftligEksamen;-;264;0
2019/20;REA3002;Biologi 2;SkriftligEksamen;-;141;0
2019/20;REA3003;Biologi 2, muntlig-praktisk;SkriftligEksamen;-;15;0
2019/20;REA3004;Fysikk 1;SkriftligEksamen;-;363;0
2019/20;REA3005;Fysikk 2;SkriftligEksamen;-;140;0
2019/20;REA3006;Fysikk 2, muntlig-praktisk;SkriftligEksamen;-;16;0
2019/20;REA3008;Geofag 1;SkriftligEksamen;-;31;0
2019/20;REA3009;Geofag 2;SkriftligEksamen;-;38;0
2019/20;REA3010;Geofag 2, muntlig-praktisk;SkriftligEksamen;-;6;0
2019/20;REA3011;Kjemi 1;SkriftligEksamen;-;327;0
2019/20;REA3012;Kjemi 2;SkriftligEksamen;-;197;0
2019/20;REA3013;Kjemi 2, muntlig-praktisk;SkriftligEksamen;-;34;0
2019/20;REA3014;Informasjonsteknologi 1;SkriftligEksamen;-;101;0
2019/20;REA3015;Informasjonsteknologi 2;SkriftligEksamen;-;97;0
2019/20;REA3016;Informasjonsteknologi 2, muntlig-praktisk;SkriftligEksamen;-;5;0
2019/20;REA3018;Teknologi og forskningslære 1;SkriftligEksamen;3,00;85;0
2019/20;REA3019;Teknologi og forskningslære 2;SkriftligEksamen;-;50;0
2019/20;REA3022;Matematikk R1;SkriftligEksamen;4,00;317;2
2019/20;REA3023;Matematikk R1, muntlig;SkriftligEksamen;-;13;0
2019/20;REA3024;Matematikk R2;SkriftligEksamen;2,00;230;0
2019/20;REA3025;Matematikk R2, muntlig;SkriftligEksamen;-;44;0
2019/20;REA3026;Matematikk S1;SkriftligEksamen;-;333;0
2019/20;REA3027;Matematikk S1, muntlig;SkriftligEksamen;-;5;0
2019/20;REA3028;Matematikk S2;SkriftligEksamen;-;228;0
2019/20;REA3029;Matematikk S2, muntlig;SkriftligEksamen;-;29;0
2019/20;REA3034;Programmering og modellering X;SkriftligEksamen;-;15;0
2019/20;REL1001;Religion og etikk;SkriftligEksamen;-;1 466;0
2019/20;RFG2001;Råvarer og produksjon;SkriftligEksamen;-;45;0
2019/20;RFG2002;Kosthold, ernæring og helse;SkriftligEksamen;-;45;0
2019/20;RFG2003;Servering, bransje og miljø;SkriftligEksamen;-;45;0
2019/20;RFG2004;Tverrfaglig eksamen kokk- og servitørfag;SkriftligEksamen;-;41;0
2019/20;RLV2001;Vertskapsrollen;SkriftligEksamen;-;26;0
2019/20;RLV2002;Salg og markedsføring;SkriftligEksamen;-;26;0
2019/20;RLV2003;Etablering og drift;SkriftligEksamen;-;27;0
2019/20;RLV2004;Tverrfaglig eksamen reiseliv;SkriftligEksamen;-;19;0
2019/20;RMF1001;Råstoff og produksjon;SkriftligEksamen;-;76;0
2019/20;RMF1002;Kosthold og livsstil;SkriftligEksamen;-;76;0
2019/20;RMF1003;Bransje, fag og miljø;SkriftligEksamen;-;76;0
2019/20;SAF1001;Samfunnsfag;SkriftligEksamen;-;2 689;0
2019/20;SAM3001;Historie og filosofi 1;SkriftligEksamen;-;65;0
2019/20;SAM3002;Historie og filosofi 2;SkriftligEksamen;-;22;0
2019/20;SAM3005;Markedsføring og ledelse 1;SkriftligEksamen;-;267;0
2019/20;SAM3006;Markedsføring og ledelse 2;SkriftligEksamen;-;144;0
2019/20;SAM3007;Markedsføring og ledelse 2, muntlig;SkriftligEksamen;-;41;0
2019/20;SAM3008;Medie- og informasjonskunnskap 1;SkriftligEksamen;-;37;0
2019/20;SAM3009;Medie- og informasjonskunnskap 2;SkriftligEksamen;-;5;0
2019/20;SAM3016;Sosialkunnskap;SkriftligEksamen;-;370;0
2019/20;SAM3017;Sosialkunnskap, muntlig;SkriftligEksamen;-;45;0
2019/20;SAM3018;Samfunnsgeografi;SkriftligEksamen;-;35;0
2019/20;SAM3019;Sosiologi og sosialantropologi;SkriftligEksamen;-;457;0
2019/20;SAM3020;Politikk og menneskerettigheter;SkriftligEksamen;-;123;0
2019/20;SAM3022;Rettslære 1;SkriftligEksamen;-;359;0
2019/20;SAM3023;Rettslære 2;SkriftligEksamen;-;240;0
2019/20;SAM3024;Rettslære 2, muntlig;SkriftligEksamen;-;27;0
2019/20;SAM3025;Samfunnsøkonomi 1;SkriftligEksamen;-;99;0
2019/20;SAM3026;Samfunnsøkonomi 2;SkriftligEksamen;-;80;0
2019/20;SAM3027;Samfunnsøkonomi 2, muntlig;SkriftligEksamen;-;6;0
2019/20;SAM3028;Entreprenørskap og bedriftsutvikling 1;SkriftligEksamen;-;131;0
2019/20;SAM3029;Entreprenørskap og bedriftsutvikling 2;SkriftligEksamen;-;101;0
2019/20;SAM3030;Entreprenørskap og bedriftsutvikling 2, muntlig-praktisk;SkriftligEksamen;-;22;0
2019/20;SAM3033;Økonomistyring;SkriftligEksamen;-;102;0
2019/20;SAM3035;Økonomi og ledelse;SkriftligEksamen;-;59;0
2019/20;SAM3036;Økonomi og ledelse, muntlig-praktisk;SkriftligEksamen;-;12;0
2019/20;SAM3037;Psykologi 1;SkriftligEksamen;-;492;0
2019/20;SAM3038;Psykologi 2;SkriftligEksamen;-;403;0
2019/20;SAM3039;Psykologi 2, muntlig;SkriftligEksamen;-;43;0
2019/20;SAS1003;Samisk som andrespråk, samisk 2, nordsamisk, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1;0
2019/20;SAS1004;Samisk som andrespråk, samisk 2, nordsamisk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2019/20;SAS1027;Samisk som andrespråk, samisk 3, nordsamisk, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1;0
2019/20;SAS1028;Samisk som andrespråk, samisk 3, nordsamisk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2019/20;SFS1003;Samisk som førstespråk, samisk 1, nordsamisk, vg1 studieforberedende utdanningsprogram, skriftlig;SkriftligEksamen;-;1;0
2019/20;SFS1004;Samisk som førstespråk, samisk 1, nordsamisk, vg1 studieforberedende utdanningsprogram, muntlig;SkriftligEksamen;-;1;0
2019/20;SPR3008;Internasjonal engelsk, skriftlig;SkriftligEksamen;-;275;0
2019/20;SPR3009;Internasjonal engelsk, muntlig;SkriftligEksamen;-;265;0
2019/20;SPR3010;Samfunnsfaglig engelsk, skriftlig;SkriftligEksamen;-;187;0
2019/20;SPR3011;Samfunnsfaglig engelsk, muntlig;SkriftligEksamen;-;184;0
2019/20;SPR3012;Engelskspråklig litteratur og kultur, skriftlig;SkriftligEksamen;-;7;0
2019/20;SPR3013;Engelskspråklig litteratur og kultur, muntlig;SkriftligEksamen;-;7;0
2019/20;SPR3014;Kommunikasjon og kultur 1;SkriftligEksamen;-;23;0
2019/20;SPR3019;Reiseliv og språk 1;SkriftligEksamen;-;55;0
2019/20;SPR3020;Reiseliv og språk 2;SkriftligEksamen;-;5;0
2019/20;SSA1005;Administrasjon og økonomi;SkriftligEksamen;-;235;0
2019/20;SSA1006;Markedsføring og salg;SkriftligEksamen;-;235;0
2019/20;SSA1007;Sikkerhet og transport;SkriftligEksamen;-;235;0
2019/20;SSS2001;Markedsføring og salg;SkriftligEksamen;-;111;0
2019/20;SSS2002;Sikkerhet;SkriftligEksamen;-;111;0
2019/20;SSS2003;Økonomi og administrasjon;SkriftligEksamen;-;111;0
2019/20;SSS2004;Tverrfaglig eksamen salg, service og sikkerhet;SkriftligEksamen;-;100;0
2019/20;TIP1001;Produksjon;SkriftligEksamen;-;236;0
2019/20;TIP1002;Tekniske tjenester;SkriftligEksamen;-;236;0
2019/20;TIP1003;Dokumentasjon og kvalitet;SkriftligEksamen;-;236;0
2019/20;TRL2001;Bransjeteknikk;SkriftligEksamen;-;29;0
2019/20;TRL2002;Transport og logistikk;SkriftligEksamen;-;28;0
2019/20;TRL2003;Tverrfaglig eksamen transport og logistikk;SkriftligEksamen;-;27;0
2019/20;TRT2001;Produksjon;SkriftligEksamen;-;8;0
2019/20;TRT2002;Bransjelære;SkriftligEksamen;-;8;0
2019/20;TRT2003;Tverrfaglig eksamen treteknikk;SkriftligEksamen;-;7;0
2019/20;YFF4101;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;108;0
2019/20;YFF4102;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;32;0
2019/20;YFF4103;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;8;0
2019/20;YFF4104;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;29;0
2019/20;YFF4105;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;28;0
2019/20;YFF4106;Yrkesfaglig fordypning vg1;SkriftligEksamen;-;1 374;0
2019/20;YFF4201;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;1;0
2019/20;YFF4202;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;90;0
2019/20;YFF4204;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;10;0
2019/20;YFF4207;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;47;0
2019/20;YFF4209;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;1 146;0
2019/20;YFF4212;Yrkesfaglig fordypning vg2;SkriftligEksamen;-;28;0
2019/20;YFO2002;Yrkesfaglig opphenting;SkriftligEksamen;-;20;0
2019/20;YRK3002;Yrkessjåførforskriften, § 16;SkriftligEksamen;-;7;0
